article_title,country,revision_id,population,region,article_quality
Zakaria Matur Makuer,South Sudan,1193125145,11.1,EASTERN AFRICA,Start
Juma Ali Malou,South Sudan,1185968456,11.1,EASTERN AFRICA,Stub
Africano Mande,South Sudan,1249472514,11.1,EASTERN AFRICA,C
Mary Mawai,South Sudan,1202620554,11.1,EASTERN AFRICA,Stub
James Ajongo Mawut,South Sudan,1247863771,11.1,EASTERN AFRICA,Stub
Peter Mayen,South Sudan,1224366785,11.1,EASTERN AFRICA,Start
Afikaano Monday,South Sudan,919576350,11.1,EASTERN AFRICA,Stub
Joseph Monytuil,South Sudan,1133136974,11.1,EASTERN AFRICA,Stub
Paulino Matip Nhial,South Sudan,1227687707,11.1,EASTERN AFRICA,GA
Elias Waya Nyipuoc,South Sudan,960248404,11.1,EASTERN AFRICA,Start
Paulino Lukudu Obede,South Sudan,1243801134,11.1,EASTERN AFRICA,C
Bona Panek,South Sudan,919581650,11.1,EASTERN AFRICA,Stub
Ajonye Perpetua,South Sudan,1242434443,11.1,EASTERN AFRICA,B
Simon Kun Puoch,South Sudan,1226454859,11.1,EASTERN AFRICA,Stub
Puot Kang Chol,South Sudan,1216135728,11.1,EASTERN AFRICA,Start
Patrick Raphael,South Sudan,1219647987,11.1,EASTERN AFRICA,Stub
Siricio Iro Wani,South Sudan,1215348942,11.1,EASTERN AFRICA,C
Tong Akeen Ngor,South Sudan,1229088378,11.1,EASTERN AFRICA,Stub
Dier Tong Ngor,South Sudan,1236112844,11.1,EASTERN AFRICA,Start
James Tor Monybuny,South Sudan,1177484677,11.1,EASTERN AFRICA,Start
Elias Nyamlell Wako,South Sudan,1244019887,11.1,EASTERN AFRICA,C
Augustino Jadalla Wani,South Sudan,1222765171,11.1,EASTERN AFRICA,Start
Juma Saeed Worju,South Sudan,1250095994,11.1,EASTERN AFRICA,Stub
Justin Yak,South Sudan,1241604463,11.1,EASTERN AFRICA,Stub
Patrick Zamoi,South Sudan,1162680534,11.1,EASTERN AFRICA,Stub
Claro Abánades López,Spain,1227200999,48.3,SOUTHERN EUROPE,FA
Joaquín Abarca,Spain,1033407869,48.3,SOUTHERN EUROPE,Stub
Domingo de Acassuso,Spain,1244200942,48.3,SOUTHERN EUROPE,Start
Luis Alarcón de la Lastra,Spain,1212186504,48.3,SOUTHERN EUROPE,C
Gil Álvarez Carrillo de Albornoz,Spain,1249253793,48.3,SOUTHERN EUROPE,C
Tomás Allende,Spain,1225374044,48.3,SOUTHERN EUROPE,C
Luis Almarcha Hernández,Spain,1212187829,48.3,SOUTHERN EUROPE,Start
Alonso III Fonseca,Spain,1249363363,48.3,SOUTHERN EUROPE,C
"Fadrique de Toledo, 1st Marquess of Valdueza",Spain,1246276424,48.3,SOUTHERN EUROPE,C
Fadrique Alvarez de Toledo y Ponce de León,Spain,1232331231,48.3,SOUTHERN EUROPE,Start
"Fernando Álvarez de Toledo, 3rd Duke of Alba",Spain,1249404813,48.3,SOUTHERN EUROPE,C
García Álvarez de Toledo y Osorio,Spain,1243820129,48.3,SOUTHERN EUROPE,Start
"García de Toledo Osorio, 6th Marquess of Villafranca",Spain,1242065267,48.3,SOUTHERN EUROPE,Start
Manuel Joaquín Álvarez de Toledo,Spain,1234633595,48.3,SOUTHERN EUROPE,C
"Pedro de Toledo Osorio, 5th Marquess of Villafranca",Spain,1185175145,48.3,SOUTHERN EUROPE,Start
Diego de Alvear y Ponce de León,Spain,1109548816,48.3,SOUTHERN EUROPE,C
Martín de Álzaga,Spain,1242284347,48.3,SOUTHERN EUROPE,Start
Antonio Gutiérrez y Ulloa,Spain,1232042818,48.3,SOUTHERN EUROPE,C
Mario Arana,Spain,1248345511,48.3,SOUTHERN EUROPE,C
Ramón de Aras Jáuregui,Spain,1225960138,48.3,SOUTHERN EUROPE,C
Alfonso Ardura,Spain,1239244518,48.3,SOUTHERN EUROPE,C
Buenaventura Carlos Aribau,Spain,1241430575,48.3,SOUTHERN EUROPE,Start
Manuel de Aróstegui Sáenz de Olamendi,Spain,1222718418,48.3,SOUTHERN EUROPE,Stub
Anna Arqué i Solsona,Spain,1227092865,48.3,SOUTHERN EUROPE,Start
Antonio Arrúe Zarauz,Spain,1249171201,48.3,SOUTHERN EUROPE,FA
Alberto Aznar,Spain,1239244515,48.3,SOUTHERN EUROPE,GA
Vicente Bacallar,Spain,1157092874,48.3,SOUTHERN EUROPE,C
Ignacio Baleztena Ascárate,Spain,1226871737,48.3,SOUTHERN EUROPE,FA
"José Baquíjano y Carrillo, Count of Vistaflorida",Spain,1239358433,48.3,SOUTHERN EUROPE,Start
Miguel Barroso Ayats,Spain,1199053571,48.3,SOUTHERN EUROPE,Stub
Alfonso Soriano Benítez de Lugo,Spain,1222085341,48.3,SOUTHERN EUROPE,Start
Joseph Blás de Gainza,Spain,1237282903,48.3,SOUTHERN EUROPE,Stub
Juan Antonio Bolea,Spain,1100828029,48.3,SOUTHERN EUROPE,Stub
Gaspar de Borja y Velasco,Spain,1249278053,48.3,SOUTHERN EUROPE,C
Alberto Bosch y Fustegueras,Spain,1222273738,48.3,SOUTHERN EUROPE,GA
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",Spain,1222965894,48.3,SOUTHERN EUROPE,Start
Blas Camacho,Spain,1101437075,48.3,SOUTHERN EUROPE,Stub
José Manuel Campa,Spain,1250195353,48.3,SOUTHERN EUROPE,Start
Carlos Cañal y Migolla,Spain,1247065861,48.3,SOUTHERN EUROPE,Start
Antonio Carro Martínez,Spain,1104381249,48.3,SOUTHERN EUROPE,Stub
"Nicolás de Carvajal, Marquis of Sarria",Spain,1239399581,48.3,SOUTHERN EUROPE,Start
Francesc de Castellví i de Vic,Spain,1247845408,48.3,SOUTHERN EUROPE,Stub
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",Spain,1180262117,48.3,SOUTHERN EUROPE,Start
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",Spain,1244697451,48.3,SOUTHERN EUROPE,Start
Ramón Chíes,Spain,1229508444,48.3,SOUTHERN EUROPE,Start
Diego Clemencín,Spain,1231354870,48.3,SOUTHERN EUROPE,Start
Octavio Cuartero Cifuentes,Spain,1225783850,48.3,SOUTHERN EUROPE,Stub
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",Spain,1237178682,48.3,SOUTHERN EUROPE,Start
Rafael de Mendizábal Allende,Spain,1243973381,48.3,SOUTHERN EUROPE,Stub
Juan Donoso Cortés,Spain,1242935889,48.3,SOUTHERN EUROPE,C
Carles Duarte i Montserrat,Spain,1198285042,48.3,SOUTHERN EUROPE,C
Julián Elorza Aizpuru,Spain,1240818582,48.3,SOUTHERN EUROPE,FA
Juan de Escobedo,Spain,1230344651,48.3,SOUTHERN EUROPE,Start
Gaspar de Espinosa,Spain,1236908465,48.3,SOUTHERN EUROPE,Start
Víctor Eusa Razquin,Spain,1241488542,48.3,SOUTHERN EUROPE,FA
Carlos Fabra Carreras,Spain,1239574422,48.3,SOUTHERN EUROPE,GA
"Diego Felipez de Guzmán, 1st Marquess of Leganés",Spain,1206053852,48.3,SOUTHERN EUROPE,C
Evaristo Fernández de San Miguel,Spain,1240676368,48.3,SOUTHERN EUROPE,B
Miguel Ángel Fernández-Palacios,Spain,1223713147,48.3,SOUTHERN EUROPE,Start
Antonio Flores de Lemus,Spain,1069012803,48.3,SOUTHERN EUROPE,Start
Josep Fornas,Spain,1100828052,48.3,SOUTHERN EUROPE,Stub
Chato Galante,Spain,1226438941,48.3,SOUTHERN EUROPE,Stub
Guillermo Galeote,Spain,1150269450,48.3,SOUTHERN EUROPE,Stub
Mar Garcia,Spain,1246159813,48.3,SOUTHERN EUROPE,C
Álvaro Gil-Robles,Spain,1229529392,48.3,SOUTHERN EUROPE,Start
Juan Carlos Guerra Zunzunegui,Spain,1104380457,48.3,SOUTHERN EUROPE,Stub
"Gaspar Méndez de Haro, 7th Marquess of Carpio",Spain,1241147612,48.3,SOUTHERN EUROPE,C
"Pedro Henriquez de Acevedo, Count of Fuentes",Spain,1150802341,48.3,SOUTHERN EUROPE,Start
Pedro de Herrera,Spain,1059696308,48.3,SOUTHERN EUROPE,Stub
Eleazar Huerta Valcárcel,Spain,1225797093,48.3,SOUTHERN EUROPE,Stub
Alonso de Idiáquez y Yurramendi,Spain,1239332087,48.3,SOUTHERN EUROPE,Start
Blas Infante,Spain,1232417015,48.3,SOUTHERN EUROPE,GA
Erasmo Janer Gironella,Spain,1221936125,48.3,SOUTHERN EUROPE,FA
Manuel Jiménez de Parga,Spain,1245719803,48.3,SOUTHERN EUROPE,Stub
Hernando de Lerma,Spain,1212104966,48.3,SOUTHERN EUROPE,Start
José Pascual de Liñán y Eguizábal,Spain,1224412530,48.3,SOUTHERN EUROPE,FA
Pero López de Ayala,Spain,1150849598,48.3,SOUTHERN EUROPE,C
Luis Rosado Bretón,Spain,1156485593,48.3,SOUTHERN EUROPE,Start
Álvaro de Luna,Spain,1243332684,48.3,SOUTHERN EUROPE,C
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",Spain,1163078004,48.3,SOUTHERN EUROPE,Start
Juli Marial Tey,Spain,1182696836,48.3,SOUTHERN EUROPE,Start
Manuel Marliani,Spain,1225503688,48.3,SOUTHERN EUROPE,Stub
Marquis of Amboage,Spain,1220853317,48.3,SOUTHERN EUROPE,Stub
Dolors Martí Domènech,Spain,1221176889,48.3,SOUTHERN EUROPE,C
José Luna Meléndez,Spain,1225807985,48.3,SOUTHERN EUROPE,Start
Luis Méndez de Haro,Spain,1243477890,48.3,SOUTHERN EUROPE,C
Bernardino de Mendoza,Spain,1245653702,48.3,SOUTHERN EUROPE,Start
Marcelino Menéndez y Pelayo,Spain,1245487601,48.3,SOUTHERN EUROPE,C
Luis Minguela,Spain,1164369400,48.3,SOUTHERN EUROPE,Start
Salvador Minguijón Adrián,Spain,1226876537,48.3,SOUTHERN EUROPE,FA
Pep Mòdol,Spain,1104404965,48.3,SOUTHERN EUROPE,Stub
Rafael Molera,Spain,1248365842,48.3,SOUTHERN EUROPE,C
Rafael Montoro,Spain,1243522972,48.3,SOUTHERN EUROPE,Stub
Guillermo Morphy,Spain,1228639807,48.3,SOUTHERN EUROPE,C
Pere Navarro Olivella,Spain,1177249853,48.3,SOUTHERN EUROPE,Start
Trinitat Neras i Plaja,Spain,1228644300,48.3,SOUTHERN EUROPE,Stub
Juan Everardo Nithard,Spain,1245200718,48.3,SOUTHERN EUROPE,Start
Pablo de Olavide,Spain,1158835762,48.3,SOUTHERN EUROPE,Start
Álvaro d'Ors Pérez-Peix,Spain,1249899212,48.3,SOUTHERN EUROPE,FA
Román Oyarzun Oyarzun,Spain,1235475298,48.3,SOUTHERN EUROPE,FA
Juan Pacheco,Spain,1243332699,48.3,SOUTHERN EUROPE,C
Juan Palarea Blanes,Spain,1241607000,48.3,SOUTHERN EUROPE,C
Berenguer de Palou II,Spain,1186657248,48.3,SOUTHERN EUROPE,Start
Javier María Pascual Ibañez,Spain,1249112719,48.3,SOUTHERN EUROPE,FA
Pedro Antonio de Aragón,Spain,1219603807,48.3,SOUTHERN EUROPE,Start
Juan Manuel de la Peña Bonifaz,Spain,1249716627,48.3,SOUTHERN EUROPE,Start
Antonio Pérez Crespo,Spain,1221357654,48.3,SOUTHERN EUROPE,Start
Antonio Pérez (statesman),Spain,1248626781,48.3,SOUTHERN EUROPE,C
Manuel Pizarro Moreno,Spain,1242934173,48.3,SOUTHERN EUROPE,Start
Luis Gabriel Portillo,Spain,1245598382,48.3,SOUTHERN EUROPE,Start
Pablo de Porturas y Landázuri,Spain,1240726735,48.3,SOUTHERN EUROPE,Stub
Jesús Quijano,Spain,1177450947,48.3,SOUTHERN EUROPE,Start
Domingo Ram y Lanaja,Spain,1240004197,48.3,SOUTHERN EUROPE,Start
Luis de Requesens y Relat,Spain,1231552001,48.3,SOUTHERN EUROPE,Start
Galceran de Requesens y Santa Coloma,Spain,800277980,48.3,SOUTHERN EUROPE,Start
Rafael del Riego,Spain,1221860007,48.3,SOUTHERN EUROPE,C
Miguel Romero (activist),Spain,1069043798,48.3,SOUTHERN EUROPE,Stub
Julio Ruiz de Alda,Spain,1245604174,48.3,SOUTHERN EUROPE,Start
Alfonso Rus,Spain,1209070934,48.3,SOUTHERN EUROPE,Start
Gabriel von Salamanca-Ortenburg,Spain,1248329683,48.3,SOUTHERN EUROPE,C
Sampiro,Spain,1181106953,48.3,SOUTHERN EUROPE,C
Rafael Sánchez Guerra,Spain,1237052549,48.3,SOUTHERN EUROPE,Start
Belén de Sárraga,Spain,1225826824,48.3,SOUTHERN EUROPE,C
José Sisto,Spain,1092505399,48.3,SOUTHERN EUROPE,C
Pedro Soto (politician),Spain,1099628635,48.3,SOUTHERN EUROPE,Stub
"Juan de Tassis, 1st Count of Villamediana",Spain,1237348476,48.3,SOUTHERN EUROPE,B
Francisco Elías de Tejada y Spínola,Spain,1240811856,48.3,SOUTHERN EUROPE,FA
José Perelló Torrens,Spain,1188172684,48.3,SOUTHERN EUROPE,Start
Arantza Urkaregi,Spain,1237941525,48.3,SOUTHERN EUROPE,Start
Fernando de Valdés y Salas,Spain,1233552005,48.3,SOUTHERN EUROPE,Start
Mauro Varela,Spain,1161077572,48.3,SOUTHERN EUROPE,Stub
Rodrigo Vázquez de Arce,Spain,1234472572,48.3,SOUTHERN EUROPE,Start
José Joaquín de Viana,Spain,1238088449,48.3,SOUTHERN EUROPE,Start
Narcís Vinyoles,Spain,1215856775,48.3,SOUTHERN EUROPE,Start
Pedro Vives,Spain,1223572479,48.3,SOUTHERN EUROPE,GA
Alberto Zarraoa,Spain,1243871603,48.3,SOUTHERN EUROPE,C
Mariano Zufía Urrizalqui,Spain,1231889136,48.3,SOUTHERN EUROPE,FA
Somawansa Amarasinghe,Sri Lanka,1243073099,22.7,SOUTH ASIA,GA
Chanaka Amaratunga,Sri Lanka,1241483000,22.7,SOUTH ASIA,C
Kumari Balasuriya,Sri Lanka,1231601129,22.7,SOUTH ASIA,Stub
W. E. Boteju,Sri Lanka,1249868654,22.7,SOUTH ASIA,Stub
Simon Casie Chetty,Sri Lanka,1179725774,22.7,SOUTH ASIA,C
Cissy Cooray,Sri Lanka,1219814539,22.7,SOUTH ASIA,Start
Shirley Corea,Sri Lanka,1248778602,22.7,SOUTH ASIA,C
Albert L. De Alwis Seneviratne,Sri Lanka,1185717129,22.7,SOUTH ASIA,Stub
A. J. R. de Soysa,Sri Lanka,1187003494,22.7,SOUTH ASIA,Start
Evelyn de Soysa,Sri Lanka,1219815222,22.7,SOUTH ASIA,C
David Dharmakeerthi,Sri Lanka,1228230937,22.7,SOUTH ASIA,C
J. C. Dias Bandaranaike,Sri Lanka,1203311671,22.7,SOUTH ASIA,Stub
Dhamma Dissanayake,Sri Lanka,1249711541,22.7,SOUTH ASIA,Stub
B. H. Dunuwille,Sri Lanka,1165315563,22.7,SOUTH ASIA,Stub
Niluka Ekanayake,Sri Lanka,1249650915,22.7,SOUTH ASIA,Start
William Ellawala,Sri Lanka,1225851585,22.7,SOUTH ASIA,Start
C. H. Z. Fernando,Sri Lanka,1247700741,22.7,SOUTH ASIA,C
Sam Peter Christopher Fernando,Sri Lanka,1179726139,22.7,SOUTH ASIA,Start
Saman Piyasiri Fernando,Sri Lanka,1222339547,22.7,SOUTH ASIA,GA
William Gopallawa,Sri Lanka,1247954900,22.7,SOUTH ASIA,C
C. T. Grero,Sri Lanka,1165316159,22.7,SOUTH ASIA,Stub
Deepthi Kumara Gunarathne,Sri Lanka,1183509148,22.7,SOUTH ASIA,Stub
Prasanna Gunawardena,Sri Lanka,1165316165,22.7,SOUTH ASIA,Stub
S. N. W. Hulugalle,Sri Lanka,1165316163,22.7,SOUTH ASIA,Stub
Herbert Eric Jansz,Sri Lanka,1165315225,22.7,SOUTH ASIA,Stub
Peshala Jayarathne,Sri Lanka,1239991644,22.7,SOUTH ASIA,Stub
M. P. Jayasinghe,Sri Lanka,1165316210,22.7,SOUTH ASIA,Stub
Layard Jayasundera,Sri Lanka,1165316191,22.7,SOUTH ASIA,Stub
Dayan Jayatilleka,Sri Lanka,1245069718,22.7,SOUTH ASIA,GA
Ranil Jayawardena,Sri Lanka,1247270745,22.7,SOUTH ASIA,GA
Stanley Kalpage,Sri Lanka,1242818277,22.7,SOUTH ASIA,Start
Neville Kanakaratna,Sri Lanka,1242818283,22.7,SOUTH ASIA,Start
Asoka Karunaratne,Sri Lanka,1229954743,22.7,SOUTH ASIA,Start
Nagananda Kodituwakku,Sri Lanka,1238953988,22.7,SOUTH ASIA,B
Kulasiri Kumarage,Sri Lanka,1191466959,22.7,SOUTH ASIA,Start
Hermann Albert Loos,Sri Lanka,1245891070,22.7,SOUTH ASIA,Start
Theodore Barcroft L. Moonemalle,Sri Lanka,1247654120,22.7,SOUTH ASIA,Stub
National Union of Workers (Sri Lanka),Sri Lanka,1247354907,22.7,SOUTH ASIA,Start
James Peter Obeyesekere I,Sri Lanka,1179726399,22.7,SOUTH ASIA,Stub
Solomon Christoffel Obeyesekere,Sri Lanka,1182990163,22.7,SOUTH ASIA,Start
Craig Ondarchie,Sri Lanka,1230349981,22.7,SOUTH ASIA,Start
P. B. Dissanayake,Sri Lanka,1165316456,22.7,SOUTH ASIA,Stub
Tikiri Bandara Panabokke I,Sri Lanka,1190525825,22.7,SOUTH ASIA,Stub
Sujatha Paramanathan,Sri Lanka,1247649621,22.7,SOUTH ASIA,C
James Peiris,Sri Lanka,1241519028,22.7,SOUTH ASIA,GA
M. V. P. Peiris,Sri Lanka,1242818794,22.7,SOUTH ASIA,Start
Marshal Perera,Sri Lanka,1165316488,22.7,SOUTH ASIA,Start
Jude Perera,Sri Lanka,1240127199,22.7,SOUTH ASIA,Stub
J. G. Philipsz Panditaratne,Sri Lanka,1184818193,22.7,SOUTH ASIA,Stub
Rishi Senthil Raj,Sri Lanka,1222315999,22.7,SOUTH ASIA,Start
Gotabaya Rajapaksa,Sri Lanka,1250415824,22.7,SOUTH ASIA,B
Wilfred Martin Rajapakse,Sri Lanka,1179726523,22.7,SOUTH ASIA,Stub
Vijitha Rohana,Sri Lanka,1240463277,22.7,SOUTH ASIA,Start
Prasanna Shamal Senarath,Sri Lanka,1219818027,22.7,SOUTH ASIA,Stub
Allan Morley Spaar,Sri Lanka,1249461630,22.7,SOUTH ASIA,Start
Tamil Progressive Alliance,Sri Lanka,1247900823,22.7,SOUTH ASIA,Start
O. C. Tillekeratne,Sri Lanka,1219817745,22.7,SOUTH ASIA,Stub
Stanley Tillekeratne,Sri Lanka,1227894711,22.7,SOUTH ASIA,Stub
Up-Country People's Front,Sri Lanka,1189504219,22.7,SOUTH ASIA,Stub
Nalini Weerawanni,Sri Lanka,1239993755,22.7,SOUTH ASIA,Stub
Chandradasa Wijesinghe,Sri Lanka,1187003994,22.7,SOUTH ASIA,Start
Sirimal Wijesinghe,Sri Lanka,1213943792,22.7,SOUTH ASIA,Start
Rohana Wijeweera,Sri Lanka,1249738578,22.7,SOUTH ASIA,C
Gerard Wijeyekoon,Sri Lanka,1190484705,22.7,SOUTH ASIA,Stub
Adil Abdel Aati,Sudan,1234479270,48.1,NORTHERN AFRICA,C
Abdel Fattah al-Maghrabi,Sudan,1215349032,48.1,NORTHERN AFRICA,Start
Abdel Halim Mohamed,Sudan,1249045451,48.1,NORTHERN AFRICA,GA
Ahmad Muhammad Salih,Sudan,1250277094,48.1,NORTHERN AFRICA,C
Ahmed Mohammed Yassin,Sudan,1215886938,48.1,NORTHERN AFRICA,C
Ali wad Hilu,Sudan,1174316394,48.1,NORTHERN AFRICA,Stub
Mirghani Alnasri,Sudan,1232037123,48.1,NORTHERN AFRICA,Start
Samuel Aru Bol,Sudan,1240695162,48.1,NORTHERN AFRICA,Start
Tahani Abdalla Attia Gasmalla,Sudan,1231858620,48.1,NORTHERN AFRICA,Stub
Ibrahim Balandiya,Sudan,1249045163,48.1,NORTHERN AFRICA,Stub
Daud Bolad,Sudan,1159405029,48.1,NORTHERN AFRICA,C
Bona Malwal,Sudan,1235651454,48.1,NORTHERN AFRICA,GA
Dardiri Mohammed Osman,Sudan,1250649898,48.1,NORTHERN AFRICA,C
Ahmed Diraige,Sudan,1184800375,48.1,NORTHERN AFRICA,B
El-Shafie Ahmed el-Sheikh,Sudan,1234479341,48.1,NORTHERN AFRICA,C
Bishop Philip Abbas Ghaboush,Sudan,1185627983,48.1,NORTHERN AFRICA,Stub
Zakaria Chol Gideon Gakmar,Sudan,1142883735,48.1,NORTHERN AFRICA,Stub
Shartai Jaafar Abdel Hakam,Sudan,1131930191,48.1,NORTHERN AFRICA,Stub
Ja'afar Abdul El Hakh,Sudan,1230682917,48.1,NORTHERN AFRICA,Stub
Khader Hamad,Sudan,1220926150,48.1,NORTHERN AFRICA,Stub
Khalil Ibrahim,Sudan,1219271670,48.1,NORTHERN AFRICA,C
Jarvis Yak,Sudan,1212603232,48.1,NORTHERN AFRICA,Start
Osman Kebir,Sudan,1249045186,48.1,NORTHERN AFRICA,Stub
George Kongor Arop,Sudan,1249045192,48.1,NORTHERN AFRICA,Stub
Luigi Adwok,Sudan,1171543658,48.1,NORTHERN AFRICA,GA
Saeed Madibo,Sudan,1235398863,48.1,NORTHERN AFRICA,Stub
Amin Mekki Medani,Sudan,1245331928,48.1,NORTHERN AFRICA,C
Jimmy Lemi Milla,Sudan,1249045200,48.1,NORTHERN AFRICA,Start
Mohamed al-Baghir Ahmed,Sudan,1242385930,48.1,NORTHERN AFRICA,C
Mohamed El-Amin Ahmed El-Tom,Sudan,1242269376,48.1,NORTHERN AFRICA,B
Mubarak Shaddad,Sudan,1250587596,48.1,NORTHERN AFRICA,C
Muhammad al-Mahdi al-Majdhub,Sudan,1250822085,48.1,NORTHERN AFRICA,GA
Muhammad Sa'id al-Qaddal,Sudan,1163542334,48.1,NORTHERN AFRICA,C
Muhammad Sharif (Kalifa),Sudan,1174958200,48.1,NORTHERN AFRICA,Start
Abdallahi ibn Muhammad,Sudan,1193384074,48.1,NORTHERN AFRICA,GA
Abdul-Hamid Musa Kasha,Sudan,1249045206,48.1,NORTHERN AFRICA,Stub
Muhammad Nadi Pasha,Sudan,1249283227,48.1,NORTHERN AFRICA,Start
Theophilus Ochang,Sudan,1136437490,48.1,NORTHERN AFRICA,Start
Salih Mahmoud Osman,Sudan,1182025504,48.1,NORTHERN AFRICA,Start
Omer al-Qarray,Sudan,1170837054,48.1,NORTHERN AFRICA,C
Santino Deng Teng,Sudan,1175191970,48.1,NORTHERN AFRICA,Start
Simon Makwac Mayen,Sudan,1142717629,48.1,NORTHERN AFRICA,Stub
Siricio Iro Wani,Sudan,1215348942,48.1,NORTHERN AFRICA,C
Eliaba James Surur,Sudan,1158776779,48.1,NORTHERN AFRICA,Start
Al-Haj Adam Youssef,Sudan,1249045222,48.1,NORTHERN AFRICA,Stub
Yusuf al-Ajab,Sudan,1082923942,48.1,NORTHERN AFRICA,Start
Thuli Dladla,South Africa,1213531431,60.7,SOUTHERN AFRICA,Stub
Paul Dlamini,South Africa,1224038773,60.7,SOUTHERN AFRICA,Stub
Russell Dlamini,South Africa,1246199578,60.7,SOUTHERN AFRICA,Start
Prince Sozisa Dlamini,South Africa,1195787180,60.7,SOUTHERN AFRICA,B
Mduduzi Bacede Mabuza,South Africa,1240717930,60.7,SOUTHERN AFRICA,C
Njabulo Mabuza,South Africa,1144736013,60.7,SOUTHERN AFRICA,Stub
Themba Masuku,South Africa,1248422415,60.7,SOUTHERN AFRICA,Start
Mgwagwa Gamedze,South Africa,1190520305,60.7,SOUTHERN AFRICA,Stub
Charles Myeza,South Africa,1151802964,60.7,SOUTHERN AFRICA,Stub
Ben Nsibandze,South Africa,1221995741,60.7,SOUTHERN AFRICA,Stub
Pholile Shakantu,South Africa,1238876241,60.7,SOUTHERN AFRICA,Start
Abraham Brodersson,Sweden,1225361777,10.5,NORTHERN EUROPE,C
Leila Ali Elmi,Sweden,1248971122,10.5,NORTHERN EUROPE,Stub
Bengt Snivil,Sweden,1249342849,10.5,NORTHERN EUROPE,Stub
Rudolf Fredrik Berg,Sweden,1235493370,10.5,NORTHERN EUROPE,Start
Birger Jarl,Sweden,1248497385,10.5,NORTHERN EUROPE,C
Johan Ludvig Boye,Sweden,1241170462,10.5,NORTHERN EUROPE,Start
Birger Brosa,Sweden,1242448620,10.5,NORTHERN EUROPE,Start
Axel Brusewitz,Sweden,1246686913,10.5,NORTHERN EUROPE,Stub
Nils Claëson,Sweden,1240184551,10.5,NORTHERN EUROPE,Stub
Petrus Olai Dalekarlus,Sweden,1133261700,10.5,NORTHERN EUROPE,Stub
Christoffer Dulny,Sweden,1241866380,10.5,NORTHERN EUROPE,Start
Klas Eklund,Sweden,1229156274,10.5,NORTHERN EUROPE,C
Martin Ekström,Sweden,1243213512,10.5,NORTHERN EUROPE,Start
Nils Elowsson,Sweden,1178838433,10.5,NORTHERN EUROPE,Stub
Folke the Fat,Sweden,1249341037,10.5,NORTHERN EUROPE,Stub
Hans Reinhold von Fersen,Sweden,1234257793,10.5,NORTHERN EUROPE,Stub
Hemming Gadh,Sweden,1191848807,10.5,NORTHERN EUROPE,Start
Gösta Hallberg-Cuula,Sweden,1242153764,10.5,NORTHERN EUROPE,Start
Evelina Hahne,Sweden,1206235608,10.5,NORTHERN EUROPE,Start
Greger Helin,Sweden,1196282520,10.5,NORTHERN EUROPE,Start
Anders Henriksson (politician),Sweden,1095370812,10.5,NORTHERN EUROPE,Stub
Carl P. Herslow,Sweden,1167414427,10.5,NORTHERN EUROPE,Start
Holmger Knutsson,Sweden,1022950956,10.5,NORTHERN EUROPE,Start
Albrecht Elof Ihre,Sweden,1240184590,10.5,NORTHERN EUROPE,Stub
Johan Gustaf Helin,Sweden,1196284420,10.5,NORTHERN EUROPE,Start
Ida Karkiainen,Sweden,1229897409,10.5,NORTHERN EUROPE,Stub
Karl the Deaf,Sweden,1249343112,10.5,NORTHERN EUROPE,Stub
Gustav Kasselstrand,Sweden,1248633458,10.5,NORTHERN EUROPE,C
Mats Kettilmundsson,Sweden,1220804432,10.5,NORTHERN EUROPE,Start
Per Klarberg,Sweden,1217619914,10.5,NORTHERN EUROPE,Stub
Sture Korpi,Sweden,1245846292,10.5,NORTHERN EUROPE,Stub
Henrik Landerholm,Sweden,1250601426,10.5,NORTHERN EUROPE,Start
Yvonne Lindholm,Sweden,1222574845,10.5,NORTHERN EUROPE,Start
Peeter Luksep,Sweden,1246219825,10.5,NORTHERN EUROPE,Stub
Vilhelm Lundström (philologist),Sweden,1247243411,10.5,NORTHERN EUROPE,C
Eskil Magnusson,Sweden,1249348846,10.5,NORTHERN EUROPE,Start
Stig Malm,Sweden,1191857507,10.5,NORTHERN EUROPE,Start
Ture Malmgren,Sweden,1250773402,10.5,NORTHERN EUROPE,GA
Magnus Minniskiöld,Sweden,1242948023,10.5,NORTHERN EUROPE,C
Omar Mustafa,Sweden,1209453058,10.5,NORTHERN EUROPE,Start
Reto Nause,Sweden,1243764649,10.5,NORTHERN EUROPE,Start
Sven-Olle Olsson,Sweden,1214971665,10.5,NORTHERN EUROPE,Stub
Vera Oredsson,Sweden,1248269143,10.5,NORTHERN EUROPE,C
Gabriel Gustafsson Oxenstierna,Sweden,1191855968,10.5,NORTHERN EUROPE,C
Carl Fredrik Pechlin,Sweden,1174570277,10.5,NORTHERN EUROPE,Start
Carl Piper,Sweden,1234258396,10.5,NORTHERN EUROPE,Start
Filip Julius Bernhard von Platen,Sweden,1179825961,10.5,NORTHERN EUROPE,Stub
Tomas Polus,Sweden,1192131280,10.5,NORTHERN EUROPE,Stub
Nils Reuterholm,Sweden,1171229279,10.5,NORTHERN EUROPE,Stub
Qristina Ribohn,Sweden,1245027839,10.5,NORTHERN EUROPE,Start
